<blank> 0
<unk> 1
<s> 2
</s> 3
Litfula_Mashal 1241 1
Nuristan 1242 1
Mashal 1243 1
PARIS 1244 4
Jean-Claude 1245 1
500 1246 16
Daniel_Woolls 1247 1
CHATOI 1248 1
Chatoi 1249 1
700 1250 11
Stephane_Orjollet 1251 1
Chris_Patten 1252 4
Indian_parliament 1253 2
New_Delhi 1254 19
Indian_Parliament 1255 1
Patten 1256 2
Indian 1257 104
Chechen 1258 96
Aslan_Maskhadov 1259 12
Maskhadov 1260 6
Khasavyurt 1261 2
1994-96 1262 2
Jutta_Limbach 1263 1
Constitutional_Court 1264 5
Goethe_Institute 1265 1
Limbach 1266 1
67 1267 8
Hilmar_Hoffmann 1268 1
76 1269 12
Berlin 1270 95
Free_University 1271 1
seven 1272 85
Reliance_Communications 1273 2
Anil_Ambani 1274 1
sixth 1275 29
Mike_Ashley 1276 1
Ashley 1277 1
Ambani 1278 1
45 1279 25
AEK_Athens 1280 3
Marcelo_Moretto 1281 1
Moretto 1282 1
Londrina 1283 1
Sport_Recife 1284 1
Vitoria_de_Setubal 1285 1
2005 1286 52
Haitian 1287 70
Jean_Bertrand_Aristide 1288 19
Trinidad 1289 2
Patrick_Manning 1290 1
Aristide 1291 32
Manning 1292 3
Trinidad_Express 1293 1
Jamaica 1294 7
Central_African_Republic 1295 7
Haiti 1296 100
Caribbean_Community 1297 2
Arrigo_Sacchi 1298 3
Pieerluigi_Casiraghi 1299 1
Marco_Simone 1300 2
European_Championships 1301 7
Casiraghi 1302 1
4 1303 59
Fabrizio_Ravanelli 1304 4
Simone 1305 2
AC_Milan 1306 21
Gianfranco_Zola 1307 2
Madeleine_McCann 1308 3
El_Pais 1309 3
Madeleine 1310 4
3 1311 39
Praia 1312 1
da_Luz 1313 1
Shinzo_Abe 1314 14
Abe 1315 12
King_Abdullah 1316 11
Sultan_bin_Abdul_Aziz 1317 2
Al-Qaeda 1318 45
1991 1319 48
Contemplacion 1320 2
Oscar_Luigi_Scalfaro 1321 12
Olive_Tree_coalition 1322 2
55th 1323 2
Democratic_Party_of_the_Left 1324 2
Christian_Democrat 1325 6
Labour_party 1326 12
Yoram_Raded 1327 1
Peres 1328 59
Dani_Guiza 1329 1
Armenia 1330 12
Guiza 1331 1
Saddam_Hussein 1332 131
Ali_Akbar_Hashemi_Rafsanjani 1333 8
Rafsanjani 1334 9
1980-1988 1335 1
1988 1336 22
Imran_Khan 1337 2
Lahore 1338 11
Khan 1339 9
British_Foreign 1340 35
Malcolm_Rifkind 1341 12
Rifkind 1342 14
Har_Homa 1343 1
Herve_de_Charette 1344 14
Amr_Mussa 1345 24
Arab_League 1346 19
Esmat_Abdel_Meguid 1347 3
de_Charette 1348 1
Osama_bin_Laden 1349 13
Yushchenko 1350 21
Kaczynski 1351 9
Polotsk 1352 1
Odessa 1353 2
Zairean 1354 35
Laurent_Kabila 1355 18
Mobutu_Sese_Seko 1356 25
Bizima_Karaha 1357 1
Karaha 1358 1
Thabo_Mbeki 1359 32
Lubumbashi 1360 3
Kabila 1361 25
Jiang_Yu 1362 5
decades 1363 24
Kim_Jong-Il 1364 21
Yang_Jiechi 1365 18
Qin_Gang 1366 4
Qin 1367 3
Kim_Yong-Il 1368 2
Minister_Tang 1369 8
Abdul_Sattar 1370 1
Tang 1371 14
Sattar 1372 1
East_Timor 1373 17
Paul_Konchesky 1374 1
Lawrie_Sanchez 1375 2
West_Ham 1376 12
Alan_Curbishley 1377 2
Upton_Park 1378 2
Konchesky 1379 1
Alan_Pardew 1380 1
Sanchez 1381 6
Chris_Baird 1382 1
Aaron_Hughes 1383 1
Steve_Damis 1384 1
Diomansy_Kamara 1385 1
Craven_Cottage 1386 3
Ahmad_Chalabi 1387 2
UN_General_Assembly 1388 29
Chalabi 1389 6
Saddam 1390 75
Abdel_Salam_Majali 1391 10
Abdel_Karim_Kabariti 1392 9
Majali 1393 2
Grozny 1394 23
Movladi_Udugov 1395 5
Aslan_Makshadov 1396 1
Udugov 1397 4
Noureddine_Morceli 1398 2
Jackie_Joyner-Kersee 1399 2
Morceli 1400 2
Joyner-Kersee 1401 2
Colin_Jackson 1402 1
Sally_Gunnell 1403 1
IAAF 1404 4
US_Treasuries 1405 2
American_Treasury 1406 1
US_Embassy 1407 6
Diego_Montoya 1408 2
70 1409 17
Don_Diego 1410 1
Montoya 1411 3
1550 1412 1
Oscar_Naranjo 1413 1
Sunni_Muslim 1414 2
Mufti_Jamil 1415 1
Karachi 1416 11
Fayyaz_Leghari 1417 1
Jamil 1418 1
Punjab_province 1419 2
41 1420 14
Mufti 1421 1
Nizamuddin_Shamzai 1422 1
Christos_Protopapas 1423 2
Protopapas 1424 2
Inter_Milan 1425 16
Gabriele_Oriali 1426 1
Atletico_Madrid 1427 4
La_Liga 1428 1
Oriali 1429 1
3-2 1430 9
Siena 1431 1
Champions_League 1432 23
Dinamo_Moscow 1433 1
Asia-Pacific 1434 22
Yellow_Sea 1435 3
Mohamed 1436 3
al-Zawahri 1437 2
Ayman_al-Zawahri 1438 1
Mohamed_Zawahri 1439 1
Habib_al-Adly 1440 1
Bank_of_Japan 1441 2
Yasuo_Matsushita 1442 2
Economic_Planning_Agency 1443 2
Masahiko_Komura 1444 3
Komura 1445 3
The_Bank 1446 3
Matsushita 1447 2
84-85 1448 1
Jonah_Lomu 1449 2
New_Zealand_Barbarians 1450 3
John_Hart 1451 1
Lomu 1452 2
50-50 1453 1
Hart 1454 2
Martin_Scorsese 1455 1
Alejandro_Gonzalez_Inarritu 1456 1
Clint_Eastwood 1457 2
Stephen_Frears 1458 1
Paul_Greengrass 1459 1
93 1460 5
Scorsese 1461 1
Hong_Kong 1462 94
Inarritu 1463 1
Eastwood 1464 2
Iwo_Jima 1465 1
Miguel_Indurain 1466 2
Scot_Graeme_Obree 1467 1
Eusebio_Unzue 1468 1
Indurain 1469 2
Tour_de_France 1470 20
Obree 1471 1
52.713 1472 1
Karl_Eikenberry 1473 3
Karzai 1474 54
Lake_Titicaca 1475 1
Bolivia 1476 26
Mario_Luna 1477 1
Garcia 1478 3
kilometers 1479 9
Juliaca 1480 1
Luna_Garcia 1481 2
Alberto_Fujimori 1482 20
Abdullah_Ahmad_Badawi 1483 2
Wen_Jiabao 1484 7
Liu_Jianchao 1485 6
East_Asian 1486 1
Pik_Botha 1487 2
African_National_Congress 1488 8
ANC 1489 14
Botha 1490 1
Marcel_Golding 1491 1
Golding 1492 1
Bhadra_Ranchod 1493 1
Colin_Powell 1494 49
Secretary 1495 3
Paula_Dobriansky 1496 2
Takebe 1497 1
DPJ 1498 3
Hisayasu_Nagata 1499 1
Liberal_Democratic_Party 1500 14
Tsutomu_Takebe 1501 1
Mike_Chang 1502 17
Wu_Yi 1503 6
US_Commerce 1504 9
Mickey_Kantor 1505 18
Kantor 1506 19
Wu 1507 27
US-China_Joint_Commission_on_Commerce_and_Trade 1508 1
St_James 1509 1
Ron_Atkinson 1510 2
Paul_Telfer 1511 1
Paul_Williams 1512 1
John_Salako 1513 1
Marques_Isaias 1514 1
Williams 1515 23
Telfer 1516 3
Salako 1517 1
Dublin 1518 21
Thirteen 1519 3
Kosovo 1520 32
Mariusz_Sokolowski 1521 1
Sokolowski 1522 2
115 1523 1
Felipe_Calderon 1524 5
Zimbabwean 1525 13
Robert_Mugabe 1526 44
Anna_Lindh 1527 10
Sweden 1528 92
Goeran_Persson 1529 10
Lindh 1530 6
Stockholm 1531 22
Persson 1532 5
Olof_Palme 1533 1
Gianni_Agnelli 1534 2
Cesare_Romiti 1535 1
Turin 1536 8
Agnelli 1537 6
IFI 1538 1
Fiat_Group 1539 1
Azadegan 1540 4
Hassan_Rowhani 1541 2
Tripoli 1542 16
Libyan 1543 43
Moamer_Kadhafi 1544 26
La_Stampa 1545 4
Berlusconi 1546 81
Libya 1547 51
Mediterranean 1548 11
Tajik 1549 11
Zafar_Saidov 1550 1
Emomali_Rakhmonov 1551 5
Saidov 1552 2
Bakhrom_Sadirov 1553 1
Sadirov 1554 1
Ahmed_Abul_Gheit 1555 6
Hussein_Darar 1556 1
Abul_Gheit 1557 1
Darar 1558 1
Tony_Parker 1559 2
Eva_Longoria 1560 1
Parker 1561 2
NBA 1562 8
San_Antonio_Spurs 1563 2
Longoria 1564 1
Ivory_Coast 1565 43
Daniel_Duncan 1566 1
Lee_Soo 1567 1
Duncan 1568 5
West_African 1569 7
South_Korea 1570 114
1961 1571 4
Manzoor_Watto 1572 1
Punjab 1573 4
Watto 1574 2
Farooq_Ahmed_Leghari 1575 8
Leghari 1576 11
Benazir_Bhutto 1577 32
Pakistan_Peoples_Party 1578 1
Peter_Luttenberger 1579 1
Luttenberger 1580 1
Gianni_Faresin 1581 1
Gianni_Bugno 1582 2
Mauro_Bettin 1583 1
180.5 1584 1
10th 1585 10
Eddy_Mazzoleni 1586 1
Simone_Biaschi 1587 1
Aston_Villa 1588 14
Brian_Little 1589 2
Dwight_Yorke 1590 2
Yorke 1591 2
Trinidad_and_Tobago 1592 5
Little 1593 2
Dwight 1594 1
Yanina_Wickmayer 1595 1
Xavier_Malisse 1596 1
Wickmayer 1597 1
Malisse 1598 1
WADA 1599 1
Nathan_Pravia 1600 1
Elpidio_Martinez 1601 1
59 1602 15
Olancho 1603 1
53 1604 19
Pravia 1605 1
Martinez 1606 5
La_Tribuna 1607 1
UNESCO 1608 10
Koichiro_Matsuura 1609 2
Ethiopian 1610 25
Girma_Wolde-Giorgis 1611 2
Ethiopia 1612 34
Matsuura 1613 1
Lalibela 1614 1
Aksum 1615 1
World_Heritage_Sites 1616 1
Allan_Boesak 1617 1
Mojunko_Gumbi 1618 1
Nelson_Mandela 1619 33
Pretoria 1620 10
Boesak 1621 1
Mandela 1622 38
Beninese 1623 1
Justin 1624 1
Ahomadegbe 1625 2
Dahomey 1626 1
1964 1627 8
65 1628 21
1972 1629 15
Mathieu_Kerekou 1630 2
Benin 1631 5
Kerekou 1632 2
Panama 1633 27
Ricardo_Martinelli 1634 1
NATO_alliance 1635 6
Colombian_Defense 1636 3
Fernando_Botero 1637 2
Botero 1638 4
Samper 1639 8
Alfonso_Valdivieso 1640 1
Valdivieso 1641 1
Marcello_Mastroianni 1642 1
Guilio_Bosetti 1643 1
Furio_Bordon 1644 1
Bosetti 1645 2
Mastroianni 1646 1
Milan 1647 15
Armenian 1648 6
Robert_Kocharian 1649 1
Kocharian 1650 1
Caucasus 1651 19
Monaco 1652 18
Princess 1653 2
Daniel_Ducruet 1654 1
Thierry_Lacoste 1655 1
Prince_Rainier 1656 1
Princess_Grace 1657 1
Ducruet 1658 1
32 1659 29
French_Riveria 1660 1
Fili_Houteman 1661 1
The_United_Nations_Security_Council 1662 2
0400 1663 3
Saad_Hariri 1664 5
Cesare_Maldini 1665 2
Luciano_Nizzola 1666 2
Maldini 1667 3
64 1668 10
Vlogya_Chang 1669 10
Central_Elections_Commission 1670 1
Viktor_Yanukovych 1671 7
Rio_Tinto 1672 5
Stephen_Smith 1673 1
Stern_Hu 1674 5
Anglo-Australian 1675 4
The_State_Department 1676 3
Burundi 1677 17
Joachim_Ruhuna 1678 1
Ruhuna 1679 2
Korean_peninsula 1680 18
50th 1681 20
South_Korean_island 1682 2
Francois_Mitterrand 1683 23
Mitterrand 1684 13
Alain_Juppe 1685 26
Fangataufa_Atoll 1686 1
2330 1687 1
Juppe 1688 21
CTBT 1689 1
Cambodia 1690 34
Prince_Norodom_Ranariddh 1691 1
Prince_Ranariddh 1692 1
King 1693 10
Norodom_Sihanouk 1694 1
FUNCINPEC_party 1695 1
King_Sihanouk 1696 2
Mullah_Omar 1697 1
N.K._Han 1698 7
The_Times 1699 9
Park_Lane 1700 1
Financial_Times 1701 8
Brown 1702 53
Gordon_Brown 1703 47
Paul_Keating 1704 5
2001 1705 77
Foreign_Office 1706 26
Keating 1707 6
Canberra 1708 11
Jay_Chen 1709 4
The_Washington_Post 1710 16
Bush-Kerry 1711 1
Edwards 1712 6
John_F._Kerry 1713 4
John_Edwards 1714 7
Kerry 1715 22
Asian_republic 1716 1
200 1717 30
General_Motors 1718 6
Morgan_Tsvangirai 1719 20
Roy_Bennett 1720 1
Tsvangirai 1721 20
Bennett 1722 1
Mugabe 1723 44
Kharkiv 1724 1
Ukraine-Russia 1725 1
1.5 1726 9
hundred 1727 6
Perejil 1728 7
Moroccan 1729 31
National_Football_League 1730 8
Roger_Goodell 1731 2
Michael_Vick 1732 1
The_American 1733 13
Vick 1734 2
Goodell 1735 1
New_Jersey 1736 9
Atlanta_Falcons 1737 2
Pope_John_Paul_II 1738 37
Timothy_M._Dolan 1739 2
Milwaukee 1740 3
Rembert_Weakland 1741 2
Weakland 1742 2
Dolan 1743 2
52 1744 28
St._Louis 1745 1
Missouri 1746 4
1976 1747 11
Yoshihiro_Sakamoto 1748 1
Sakamoto 1749 1
Ministry_of_International_Trade_and_Industry 1750 1
Jamaican 1751 6
20-21 1752 5
Asia-Pacific_Economic_Cooperation_forum 1753 2
Santiago 1754 15
President_Lee 1755 46
United_Nations_Interim_Force 1756 2
UNIFIL 1757 7
Kevin_Murphy 1758 2
Tebnine 1759 3
Murphy 1760 3
1,000 1761 15
Muqataa 1762 5
Kenji_Kawano 1763 1
Kyoto 1764 8
79 1765 6
Kyoto_University 1766 2
Kawano 1767 1
Dmitry_Medvedev 1768 89
Medvedev 1769 66
Steffi_Graf 1770 14
Peter 1771 1
Mannheim 1772 1
Der_Spiegel 1773 3
Joachim_Eckherd 1774 1
Steffi 1775 2
Peter_Graf 1776 1
Donald_Tusk 1777 8
Michal_Kaminski 1778 1
Tusk 1779 8
Kaminski 1780 1
Justice_party 1781 2
Jaroslaw_Kaczynski 1782 4
Zimbabwe 1783 61
48 1784 21
Organisation_of_African_Unity 1785 6
Yaounde 1786 2
refugees 1787 4
The_Sydney_Morning_Herald 1788 1
Philip_Ruddock 1789 1
Albanian_refugees 1790 4
Tasmania 1791 1
1000 1792 8
4000 1793 1
3000 1794 2
UN_Middle_East 1795 3
Terje_Roed-Larsen 1796 4
Nabil_Abu_Rudeina 1797 17
Roed-Larsen 1798 4
Volkert_van_der_Graaf 1799 1
Pim_Fortuyn 1800 1
Amsterdam 1801 4
Van_der_Graaf 1802 1
Fortuyn 1803 1
Vaclav_Klaus 1804 16
Stanislav_Gross 1805 3
Vladimir_Spidla 1806 3
Spidla 1807 5
Social_Democratic_Party 1808 11
CSSD 1809 5
8.78 1810 1
Gross 1811 3
Jurgen_Klinsmann 1812 4
Bayern_Munich 1813 18
Real_Madrid 1814 14
Klinsmann 1815 2
Hermitage 1816 2
Saint_Petersburg 1817 21
Helen_Clark 1818 8
Clark 1819 20
Liberal-National_coalition 1820 1
Jalal_Talabani 1821 7
Talabani 1822 7
Palestinian_Authority 1823 61
Ground_Zero 1824 1
New_York_Mayor_Michael_Bloomberg 1825 1
World_Trade_Center 1826 3
Mesut_Yilmaz 1827 10
Motherland_Party 1828 7
Islamic_Welfare_Party 1829 1
Welfare_Party 1830 6
Yilmaz 1831 14
Tansu_Ciller 1832 27
Ciller 1833 29
IAEA 1834 25
Tony_Snow 1835 9
Snow 1836 7
2006 1837 57
Dana_Perino 1838 28
Latin_America 1839 27
BRIC 1840 2
Jacques_Franquet 1841 1
Edouard_Balladur 1842 13
Franquet 1843 2
Charles_Pasqua 1844 1
Pasqua 1845 1
Boxer_Mike_Tyson 1846 2
Lennox_Lewis 1847 4
The_District_of_Columbia 1848 1
3-0 1849 13
Tyson 1850 20
Lewis 1851 12
Lewis-Tyson 1852 1
6 1853 40
Las_Vegas 1854 7
Nevada 1855 4
Thai 1856 65
Kanchanaburi 1857 1
Thai_radio 1858 1
Phapan_Sirisombatwattana 1859 1
Art_Porter 1860 1
35 1861 24
Thailand 1862 70
Rwandan 1863 17
Paul_Kagame 1864 9
Kigali 1865 7
Kagame 1866 12
Rwanda 1867 31
Charles_Murigande 1868 1
Patrick_Habamenshi 1869 1
The_Group_of_Eight 1870 1
Filipino 1871 35
Cirilo_Nacorda 1872 1
36 1873 14
Basilan_island 1874 1
DZRH 1875 1
Nacorda 1876 2
Abu_Sayyaf 1877 6
8 1878 47
Fifteen 1879 1
Twenty 1880 1
Air_France 1881 5
US_Homeland_Security_Department 1882 1
Kurmanbek_Bakiyev 1883 6
Bakiyev 1884 10
Dmitry_Peskov 1885 4
Kyrgyz 1886 7
Robert_Hill 1887 1
Peter_Cosgrove 1888 1
Hill 1889 18
2,000 1890 13
Australian_Defence_Force 1891 1
Helmut_Kohl 1892 64
Middle_East_Quartet 1893 2
Avigdor_Lieberman 1894 8
Lieberman 1895 8
Abdullah_Gul 1896 21
Gul 1897 15
Tang_Jiaxuan 1898 1
Chinese_Cabinet 1899 1
US_Treasury 1900 10
Henry_Paulson 1901 5
Paulson 1902 5
Alistair_Darling 1903 3
Manuel_Almunia 1904 1
Jens_Lehmann 1905 1
Lehmann 1906 2
Arsene_Wenger 1907 4
The_Sun 1908 2
Franck_Ribery 1909 2
UEFA_Cup_Group 1910 1
Red_Star_Belgrade 1911 1
Ottmar_Hitzfeld 1912 4
2-1 1913 14
VfL_Bochum 1914 2
Ribery 1915 2
Hitzfeld 1916 1
Rene_Preval 1917 7
Preval 1918 4
Ahmed_Qorei 1919 27
Qorei 1920 32
Joe_Pietersen 1921 1
Remi_Martin 1922 1
Bayonne 1923 3
27-17 1924 2
Pietersen 1925 4
Victor_Lai 1926 4
director_Ang_Lee 1927 1
Crouching_Tiger 1928 1
73rd 1929 3
director 1930 1
58th 1931 4
Golden_Globe 1932 1
CNA 1933 2
CNBC 1934 1
301 1935 2
Korean 1936 24
Governing_Council 1937 5
Barh 1938 1
Tunisia 1939 26
Lien_Chan 1940 14
Place_de_la_Bastille 1941 1
Segolene_Royal 1942 5
Royal 1943 5
47 1944 16
Saudia_Arabia 1945 2
Tunis 1946 6
Arabia 1947 1
King_Hassan_II 1948 2
Rabat 1949 11
Chinese_government 1950 16
Gulf_Arab_state 1951 2
Qatar 1952 38
Oman 1953 15
Mahmoud_Ahmadinejad 1954 54
Goran_Ivanisevic 1955 3
ATP 1956 13
Ivanisevic 1957 1
Andrea_Gaudenzi 1958 2
Gaudenzi 1959 1
Kjell_Larson 1960 1
Social_Democrat_party 1961 1
Larson 1962 2
Social_democrat_party 1963 1
Serge_Dassault 1964 1
Dassault_Industries 1965 1
Flemish_Socialist_Party 1966 2
1989 1967 40
Dassault 1968 1
Ibrahim_Bare_Mainassara 1969 2
7-8 1970 1
Mahamane_Ousmane 1971 2
Mamadou_Tandja 1972 1
Mahamadou_Issoufou 1973 1
Moumouni_Djermakoye_Adamou 1974 1
Mainassara 1975 2
Ousmane 1976 2
52.22 1977 1
Takuma_Sato 1978 1
Nick_Heidfeld 1979 1
Sato 1980 4
Heidfeld 1981 1
Arab_states 1982 4
John_Kerry 1983 17
El_Al 1984 6
Lagarde 1985 5
The_Palestinian_Authority 1986 5
Gaza_City 1987 22
Saeb_Erakat 1988 19
Erakat 1989 16
Jose_Luis_Santiago 1990 1
Mexico_City 1991 6
General_Assembly 1992 2
Jewish_Federations_of_North_America 1993 1
KABUL 1994 3
Mahmud_Mestiri 1995 1
Mestiri 1996 1
Lloyd_Bentsen 1997 4
Bentsen 1998 6
Federal_Reserve 1999 7
The_European_Union 2000 17
Mahmud_al-Mabhuh 2001 2
Allenby_Bridge 2002 2
150 2003 24
Kyodo_News 2004 7
Ali_Hassan 2005 2
Hassan 2006 12
Hiroji_Nakagawa 2007 1
Giza 2008 1
Benjamin_Netanjahu 2009 2
Carl_Bildt 2010 8
Bildt 2011 4
Bosnia-Hercegovina 2012 15
Karel_Bruckner 2013 1
Tomas_Zapotocny 2014 1
Jiri_Kladrubsky 2015 1
San_Marino 2016 3
Zapotocny 2017 1
Sparta_Prague 2018 1
Kladrubsky 2019 1
Tomas_Ufalusi 2020 1
Libor_Sionko 2021 1
Lukas_Tucek 2022 1
CTK 2023 4
BBC 2024 28
Prince 2025 3
British_Council 2026 2
Joseph_Rotblat 2027 1
Pugwash 2028 2
Rotblat 2029 1
1993 2030 66
Frederik_de_Klerk 2031 4
1997 2032 34
Jeremy_Hanley 2033 2
Lu_Ping 2034 2
Hanley 2035 1
Yasuo_Fukuda 2036 10
Kaoru_Yosano 2037 3
Yosano 2038 4
69 2039 16
Bunmei_Ibuki 2040 2
LDP_party 2041 1
Toshihiro_Nikai 2042 1
UN_Security_Council_Resolution 2043 4
1441 2044 8
Susanna_Agnelli 2045 6
Cyprus 2046 28
Alccos_Michaelides 2047 1
Peter_Cheng 2048 1
Melbourne 2049 11
Brisbane 2050 9
Federal_Education 2051 1
David_Kemp 2052 1
Liberal_Party 2053 9
US-style 2054 3
Kemp 2055 1
USA 2056 15
Brad_Friedel 2057 1
Newcastle_United 2058 3
British_government 2059 3
Friedel 2060 2
Kevin_Keegan 2061 2
Brad 2062 1
PFA 2063 1
300,000 2064 7
Tony_Meola 2065 1
100 2066 40
Weizman 2067 10
Premier_Wen 2068 8
Yukio_Hatoyama 2069 7
Vladivostok 2070 5
North_Pacific 2071 1
Czech_EU 2072 4
Russian_Federation 2073 26
Albanian 2074 16
Ilir_Meta 2075 1
Fatos_Nano 2076 2
Nano 2077 4
Meta 2078 3
Socialist_Party 2079 12
Balkan 2080 6
1999 2081 44
Socialist_party 2082 3
Marie_Le_Pen 2083 1
Saudi_King_Fahd 2084 3
Kuwait 2085 40
Emir 2086 1
Sheikh_Jaber_al-Ahmed_al-Sabah 2087 2
Qatari_Emir 2088 1
Sheikh_Hamad_bin_Khalifa_al-Thani 2089 1
Sheikh_Zayed_bin_Sultan_al-Nahyan 2090 2
Sultan_Qaboos 2091 4
Bahrain 2092 8
King_Hamad_bin_Issa_al-Khalifa 2093 1
The_United_Nations 2094 10
UN_court 2095 1
Goran_Jelisic 2096 1
Jelisic 2097 1
Adolf 2098 1
Mediterranean_sea 2099 1
Marla_Sanchez_Pietton 2100 1
Denis_Pietton 2101 1
James_McCarthy 2102 1
Parkhead 2103 2
Billy_Reid 2104 1
James 2105 2
Reid 2106 7
English_Premier_League 2107 7
Portsmouth 2108 9
Miguel_Angel_Moratinos 2109 12
Raul_Castro 2110 6
Moratinos 2111 9
Havana 2112 29
Marwan_Barghuti 2113 7
Israeli_army 2114 20
Barghuti 2115 5
Ahmed_Abdel_Rahman 2116 1
CDU_party 2117 2
Schaeuble 2118 1
J._Peter_Grace 2119 2
W.R._Grace 2120 2
81 2121 7
Grace 2122 2
1945 2123 7
Dwight_Eisenhower 2124 1
John_Kennedy 2125 3
Ronald_Reagan 2126 4
Reagan 2127 4
Hossein_Kamali 2128 1
Daniella 2129 1
Kamali 2130 1
Lakhdar_Brahimi 2131 3
Myung-Whun_Chung 2132 1
Paris_Opera 2133 2
Simon_Boccanegra 2134 1
Chung 2135 4
Olivier_Messiaen 2136 1
Messiaen 2137 1
Lu_Chen 2138 1
Surya_Bonaly 2139 2
Nicole_Bobek 2140 1
Lu 2141 7
Bobek 2142 1
Bonaly 2143 2
Petula_Clark 2144 1
Norma_Desmond 2145 1
Andrew_Lloyd_Weber 2146 1
Sunset_Boulevard 2147 1
Norma 2148 1
62 2149 7
West_End 2150 3
Five 2151 21
Guantanamo_Bay 2152 14
Mats_Hellstroem 2153 1
Foreign_Ministry 2154 24
Tunisian 2155 13
Hamed_al-Karawi 2156 1
Abdelkarim_Kabariti 2157 2
Sergei_Gerassimov 2158 1
Interfax_agency 2159 4
Gerassimov 2160 2
Gennady_Ponomarev 2161 2
Vladislav_Listiyev 2162 1
Ponomarev 2163 2
Mamadou_Coulibaly 2164 1
Le_Jour 2165 2
Vicky_Delore 2166 1
Coulibaly 2167 1
CFA 2168 1
Henri_Konan_Bedie 2169 1
Bedie 2170 1
Myanmar 2171 35
Burmese 2172 2
Burma 2173 6
Fifty-seven 2174 1
Nijrab 2175 1
Tagab 2176 2
Lech_Walesa 2177 17
Piotr_Kolodziejczyk 2178 2
Leszek_Spalinski 2179 1
Walesa 2180 16
Kolodziejczyk 2181 2
Spalinski 2182 1
Pedro_Solbes 2183 2
Socialist_government 2184 2
Solbes 2185 2
European_Socialist 2186 1
Marc_Ravalomanana 2187 7
Madagascar 2188 11
Jacques_Sylla 2189 1
Sylla 2190 4
Didier_Ratsiraka 2191 4
Antananarivo 2192 3
Ravalomanana 2193 8
Rebiya_Kadeer 2194 1
Wu_Dawei 2195 2
Yuji_Miyamoto 2196 1
Kadeer 2197 2
Katharine_Hepburn 2198 2
96 2199 7
Hepburn 2200 1
Old_Saybrook 2201 1
Connecticut 2202 3
Fares_Bweiz 2203 3
Bweiz 2204 3
Warren_Christopher 2205 45
Scott_McClellan 2206 19
McClellan 2207 14
Tzipi_Livni 2208 10
Livni 2209 7
Ban_Ki-Moon 2210 3
Ban 2211 38
Yoriko_Kawaguchi 2212 16
Interior_Ministry 2213 2
Caucasus_republic 2214 7
Chechen_Republic 2215 2
Guatemala 2216 13
Diane_Kroeker 2217 1
55 2218 17
Rony_Sopon 2219 1
Red_Cross 2220 5
Kroeker 2221 1
Sopon 2222 1
Atal_Behari_Vajpayee 2223 23
Malaysia 2224 35
Yashwant_Sinha 2225 6
J._Jayalalitha 2226 1
Tamil_Nadu_state 2227 2
Vajpayee 2228 26
Kuala_Lumpur 2229 11
Necmettin_Erbakan 2230 13
Erbakan 2231 11
Elysee 2232 22
Margaret_Thatcher 2233 5
Tomiichi_Murayama 2234 38
Thatcher 2235 8
Murayama 2236 23
Mariano_Carrera 2237 1
WBA 2238 12
Javier_Castillejo 2239 1
Sebastian_Contursi 2240 1
Carrera 2241 1
Mario_Margossian 2242 1
Evros_river 2243 1
4,500 2244 3
3,300 2245 3
Salonika 2246 5
Bangladeshis 2247 3
ETA 2248 30
Eloy_Velasco 2249 2
Uribe 2250 15
Ahmed_Attaf 2251 2
Pawel_Dobrowolski 2252 1
Stefan_Meller 2253 1
Attaf 2254 1
Dariusz_Rosati 2255 3
Wlodzimierz_Cimosiewicz 2256 1
Swiss 2257 83
Geneva 2258 42
Harare 2259 18
Information_Society 2260 1
Chretien 2261 38
Hafez_al-Assad 2262 14
Prince_Saud 2263 6
Christopher 2264 31
Dzhokhar_Dudayev 2265 16
Radio_Echo 2266 2
Abudakar_Khatuiyev 2267 1
Dudayev 2268 17
2100 2269 1
Radovan_Karadzic 2270 20
Gojko_Klickovic 2271 2
Rajko_Kasagic 2272 6
SRNA 2273 5
Karadzic 2274 25
Democratic_Party 2275 9
SDS 2276 7
Bosnian_Serb_parliament 2277 7
Kasagic 2278 5
Ron_Dennis 2279 1
Formula_One 2280 25
Dennis 2281 2
1981 2282 9
Martin_Whitmarsh 2283 1
McLaren_Group 2284 1
Deng_Xiaoping 2285 23
Deng 2286 20
Glyn_Davies 2287 6
Madeleine_Albright 2288 15
Liu_Yonqing 2289 1
Yongbyon 2290 4
Christopher_Hill 2291 6
Valeri_Chmarov 2292 1
Chmarov 2293 1
Huang_Ju 2294 3
Huang 2295 12
Jose_Ramon_Balaguer 2296 2
Akim_Tafer 2297 1
Alexei_Ilyin 2298 1
Tafer 2299 2
Ilyin 2300 2
22-6 2301 1
Roberto_Cammarelle 2302 1
10-5 2303 1
Roman_Kapitonenko 2304 1
Cammarelle 2305 2
Kapitonenko 2306 1
3-3 2307 1
Viktar_Zuyeu 2308 1
Belarus 2309 32
Zhang_Zhilei 2310 1
Mosul 2311 7
Sheikh_Talal 2312 1
Khalidiya 2313 1
Talal 2314 2
Nineveh 2315 1
South_Ossetia 2316 31
Abkhazia 2317 11
US_Defense 2318 41
Fatmir_Sejdiu 2319 1
Hashim_Thaci 2320 1
KFOR 2321 1
Daley_Thompson 2322 1
First_Division 2323 9
Real_Sociedad 2324 1
Thompson 2325 6
Rhineland-Palatinate 2326 1
Deidesheim 2327 1
